<table>#V=RaceLap=
#D=/RLDATA/RL20221128104603.txt=
#U==UID99879=
#N=Acans=
#M=Acans=
#H=v0.1=
#B=v0.1=
#T=uname=

20221128104603700,31.97837900,118.76844950,32.90,18.11,94.61,38849,12
20221128104606500,31.97833950,118.76860283,32.90,21.09,110.38,39750,12
20221128104606500,31.97833950,118.76860283,32.90,21.09,110.38,40163,12
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,40573,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,40985,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,41395,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,41810,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,42222,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,42633,11
20221128104606500,31.97833950,118.76860283,32.50,21.09,110.38,43044,11
20221128104610300,31.97824067,118.76880400,32.50,20.50,124.87,43454,11
20221128104610300,31.97824067,118.76880400,32.50,20.50,124.87,43865,11
20221128104610700,31.97822833,118.76882300,32.50,20.84,127.08,44276,11
20221128104610700,31.97822833,118.76882300,32.50,20.84,127.08,44691,11
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,45103,12
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,45513,12
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,45924,12
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,46336,12
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,46746,12
20221128104611900,31.97818883,118.76888000,32.00,20.84,127.08,47157,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,47574,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,47984,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,48395,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,48805,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,49215,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,49626,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,50038,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,50454,12
20221128104614000,31.97810350,118.76900500,32.00,30.13,127.10,50864,12
20221128104617700,31.97798117,118.76929633,32.00,28.22,105.75,51274,12
20221128104617700,31.97798117,118.76929633,32.00,28.22,105.75,51685,12
20221128104617700,31.97798117,118.76929633,32.00,28.22,105.75,52097,12
